location,number_of_bedroom,access_to_school,access_to_hospital,access_to_market,total_sqft,SalePrice
Phường Tân Thành Quận Tân Phú,4,0,0,1,112.1,13890
Phường Hiệp Tân Quận Tân Phú,3,1,0,1,133.6,9499.38
Phường 11 Quận 6,3,1,0,1,109.6,5498.16
Phường Bình Trưng Tây Quận 2,2,1,0,1,76,3638.4
Phường Tân Thới Hòa Quận Tân Phú,2,1,0,1,87.4,5200
Phường Tân Thới Hòa Quận Tân Phú,3,1,0,1,108.9,5299.2
Phường 14 Quận 6,2,1,0,1,47.5,2034.272
Phường 14 Quận 6,1,1,1,1,40,2120
Phường 14 Quận 6,2,1,0,1,34,3199.4
Phường 14 Quận 6,2,0,0,1,41.8,3498.66
Phường 14 Quận 6,3,1,1,1,120,3684
Phường 14 Quận 6,2,1,0,1,97.2,5666.6
Phường 14 Quận 6,4,1,1,1,106.9,24398.4
Phường 11 Quận Gò Vấp,1,1,0,1,98.2,2829.2
Phường 11 Quận Gò Vấp,2,1,1,1,48,2899.2
Phường 11 Quận Gò Vấp,2,1,1,1,51,3102
Phường 11 Quận Gò Vấp,2,1,0,1,87.8,3982.976
Phường 11 Quận Gò Vấp,2,1,1,1,89.3,5161.072
Phường 8 Quận 6,2,1,0,0,78.1,4357.98
Phường 6 Quận Gò Vấp,2,1,0,1,111.6,8557.12
Phường 17 Quận Gò Vấp,2,1,1,1,146.4,10462.464
Phường Phú Thọ Hòa Quận Tân Phú,2,1,0,1,84.4,3598.88
Phường Phú Thọ Hòa Quận Tân Phú,2,1,0,1,62.4,3698.48
Phường Phú Thọ Hòa Quận Tân Phú,3,0,0,0,122.5,5398.64
Phường 12 Quận 6,2,0,0,1,48.5,3692.928
Phường Tân Thành Quận Tân Phú,3,1,0,1,141,7129.56
Phường Bình Trưng Tây Quận 2,2,1,0,1,49.2,4501.8
Phường 3 Quận 11,2,1,1,1,42.1,2410.72
Phường 3 Quận 11,2,0,0,0,70.3,3160.5
Phường 3 Quận 11,2,1,0,1,60.1,3763.2
Phường 3 Quận 11,3,1,0,1,78.8,3925.852
Phường 3 Quận 11,3,1,1,1,156,6200
Phường 5 Quận Gò Vấp,2,1,0,1,98.4,4485.912
Phường Phú Thạnh Quận Tân Phú,2,1,0,1,50.2,3300.48
Phường Phú Thạnh Quận Tân Phú,3,1,0,1,96,3691.2
Phường Phú Thạnh Quận Tân Phú,2,1,0,1,69.2,3999.6
Phường Phú Thạnh Quận Tân Phú,3,1,0,1,128.4,4900.6
Phường Phú Thạnh Quận Tân Phú,3,1,0,1,123.8,5497.8
Phường Phú Thạnh Quận Tân Phú,4,1,0,1,114.4,5700
Phường Phú Thạnh Quận Tân Phú,2,1,0,1,131.3,6585.32
Phường 13 Quận Tân Bình,3,0,0,0,102,5197.78
Phường 13 Quận Tân Bình,3,0,0,0,143,17751.4
Phường Tân Thới Hòa Quận Tân Phú,2,1,0,1,76,3639.6
Phường Hiệp Bình Chánh Thành phố Thủ Đức,3,1,0,1,80,1400
Phường Hiệp Bình Chánh Thành phố Thủ Đức,2,1,0,1,69.2,2459.1728
Phường Hiệp Bình Chánh Thành phố Thủ Đức,2,1,0,1,80.2,3419.36
Phường Hiệp Bình Chánh Thành phố Thủ Đức,2,0,0,0,84,3897.6
Phường Hiệp Bình Chánh Thành phố Thủ Đức,1,1,0,1,106.7,3903.012
Phường Hiệp Bình Chánh Thành phố Thủ Đức,2,1,0,1,86.8,4268.94
Phường Hiệp Bình Chánh Thành phố Thủ Đức,3,1,0,1,81.4,4498.26
Phường Hiệp Bình Chánh Thành phố Thủ Đức,2,1,0,1,115.2,5196.8
Phường Hiệp Bình Chánh Thành phố Thủ Đức,2,1,0,1,106,5196.8
Phường Hiệp Bình Chánh Thành phố Thủ Đức,2,1,0,1,108.8,5501.88
Phường Hiệp Bình Chánh Thành phố Thủ Đức,2,1,0,1,79.6,8623.68
Phường 1 Quận 11,2,1,1,1,100.4,10388.4
Phường Tân Thành Quận Tân Phú,3,1,0,1,61.5,2961
Phường Tân Sơn Nhì Quận Tân Phú,2,1,0,1,93.3,3749.004
Phường Tân Sơn Nhì Quận Tân Phú,2,1,0,1,93.3,4836.08
Phường 14 Quận Tân Bình,2,1,0,1,160.4,5599.44
Phường 14 Quận Tân Bình,2,1,1,1,154.4,11931.48
Phường Hòa Thạnh Quận Tân Phú,5,1,0,1,107.9,7811.96
Phường 7 Quận 6,2,1,0,1,72.2,3948.12
Phường Bình Trưng Tây Quận 2,2,1,0,1,61,4630.376
Phường Bình Trưng Tây Quận 2,2,1,0,1,183,5636.52
Phường 6 Quận 8,2,1,0,1,51.7,2296.8
Phường 6 Quận 8,3,0,0,1,86,2854.8
Phường 6 Quận 8,2,1,0,1,86,3314.832
Phường 5 Quận 6,2,1,1,1,75.4,5091.84
Phường 5 Quận 6,4,1,1,1,62.5,5225
Phường 3 Quận 11,2,0,0,0,36,2541.6
Phường 1 Quận 11,1,1,1,1,119.6,16000
Phường 1 Quận 11,3,1,0,1,160,8896
Phường 1 Quận 11,2,0,0,0,130,10123.2
Xã Bình Hưng Huyện Bình Chánh,2,1,0,1,112.8,6703.2
Phường 8 Quận 6,3,1,0,1,97,7100.4
Phường 1 Quận 11,2,0,0,1,58.3,4344
Phường Hòa Thạnh Quận Tân Phú,3,1,0,1,108.4,5752.44
Phường Hòa Thạnh Quận Tân Phú,1,1,1,1,72,5799.6
Phường Hòa Thạnh Quận Tân Phú,2,1,0,1,104.3,5844.8
Phường 9 Quận 6,2,1,0,1,102,10998.52
Phường 12 Quận Tân Bình,2,1,0,1,118.9,8882.72
Phường 9 Quận 6,3,0,0,0,105.9,12824
Phường 1 Quận 11,5,1,1,1,101.4,6027.56
Xã Bình Hưng Huyện Bình Chánh,3,1,0,1,132.4,5900.8
Phường 12 Quận Tân Bình,2,0,0,0,121.6,9498.4
Phường Phú Thuận Quận 7,2,0,0,0,60.8,2489.76
Phường Phú Thuận Quận 7,2,1,1,1,70,3265.64
Phường Phú Thuận Quận 7,3,1,1,1,74.1,3651.2
Phường Phú Thuận Quận 7,3,1,0,1,159.8,3880
Phường Phú Thuận Quận 7,3,1,1,1,100,4284
Phường Phú Thuận Quận 7,2,1,1,1,90,4548.32
Phường Phú Thuận Quận 7,2,1,1,1,86.1,4650
Phường Phú Thuận Quận 7,4,1,0,1,110,4710.4
Phường Phú Thuận Quận 7,3,1,1,1,112,5478.4
Phường Phú Thuận Quận 7,3,0,0,0,123.6,5575.2
Phường Phú Thuận Quận 7,3,1,1,1,117,7033.9
Xã Bình Hưng Huyện Bình Chánh,5,1,0,1,155,7300.8
Phường 10 Quận Gò Vấp,2,1,0,0,87.8,4635.4
Phường Phú Trung Quận Tân Phú,2,1,0,1,76.8,4376.68
Phường Phú Trung Quận Tân Phú,3,1,0,1,124,6001.6
Phường Phú Trung Quận Tân Phú,3,1,0,1,121.4,6152.52
Phường Phú Trung Quận Tân Phú,2,1,0,1,123.4,6197.04
Phường Phú Trung Quận Tân Phú,2,1,0,0,96,6952
Phường 5 Quận Gò Vấp,3,1,0,1,72,8305
Phường 16 Quận 11,1,1,1,1,151.9,11239.8
Phường 13 Quận Bình Thạnh,4,1,0,1,160,9200
Phường Phú Trung Quận Tân Phú,2,1,0,1,87.8,3970.86
Phường Phú Trung Quận Tân Phú,2,1,0,1,87,4092.088
Phường Phú Trung Quận Tân Phú,3,1,1,1,147,6417.84
Phường 3 Quận Gò Vấp,2,1,1,1,46,3783
Phường 3 Quận Gò Vấp,3,1,1,1,116.2,4964.22
Phường 3 Quận Gò Vấp,4,0,0,1,128.4,6854.4
Phường 3 Quận Gò Vấp,3,1,1,1,167,12529.72
Phường Phú Trung Quận Tân Phú,2,0,0,0,64.4,3708
Phường 6 Quận 8,2,1,0,1,63.3,3597.84
Phường 6 Quận 8,4,1,0,1,85.8,7180.012
Phường 1 Quận 11,2,1,0,1,58.3,4568
Phường 10 Quận 11,2,1,1,1,96.7,5077.16
Phường 10 Quận 11,2,1,1,1,112,9301.6
Phường 7 Quận Gò Vấp,2,0,0,0,48.2,3298.204
Phường 3 Quận 6,4,1,0,1,67.4,5598.072
Phường 6 Quận 6,3,1,0,1,152.6,8734.56
Phường 5 Quận Gò Vấp,2,1,0,1,34,2099.2
Phường 5 Quận Gò Vấp,2,1,0,0,64,3576
Phường 7 Quận Gò Vấp,3,1,0,1,65.4,2758.48
Phường 4 Quận 6,2,1,0,1,62.5,3798.992
Phường 2 Quận 11,2,1,0,1,50.4,2425.8
Phường 11 Quận Tân Bình,1,1,0,1,104.4,7798.68
Phường Phú Trung Quận Tân Phú,4,1,0,1,157.2,8533.2
Phường 12 Quận Tân Bình,3,1,0,1,112.8,7198.08
Phường Tân Phú Quận 7,4,1,1,1,101.6,2124
Phường Tân Phú Quận 7,2,1,0,1,37.7,2778.49
Phường Tân Phú Quận 7,2,1,1,1,57,2948.4
Phường Tân Phú Quận 7,2,0,0,0,67.5,3367.84
Phường Tân Phú Quận 7,2,1,0,1,100.1,3636
Phường Tân Phú Quận 7,3,0,0,0,85.6,4140.8
Phường Tân Phú Quận 7,2,1,0,1,80.7,4243.2
Phường Tân Phú Quận 9,3,1,1,1,117.6,4552.292
Phường Tân Phú Quận 7,4,0,0,0,152,4590.4
Phường Tân Phú Quận 7,3,1,1,1,146.7,6661.6
Phường Tân Phú Quận 7,3,0,0,0,124.4,6800.16
Phường 4 Quận Gò Vấp,2,1,0,1,51.6,2940.44
Phường 10 Quận Tân Bình,1,1,1,1,80,5566
Phường 5 Quận 6,4,0,0,0,62.5,3390.9
Phường 10 Quận 11,2,1,0,1,120.8,8692.4
Phường 5 Quận 11,3,1,1,1,48.6,6000
Phường 5 Quận 11,2,1,1,1,95.6,6120
Phường 5 Quận Gò Vấp,3,1,0,1,42.1,3852.132
Phường 12 Quận Tân Bình,2,1,0,1,105.8,7308.8
Phường 12 Quận Tân Bình,2,0,0,0,105.8,7605.64
Phường 8 Quận 11,2,1,1,1,67.8,4672.2
Phường 8 Quận 11,2,1,1,1,108.4,11569.8
Phường 8 Quận 11,2,0,0,0,66.6,7999.2
Phường 4 Quận Gò Vấp,1,0,0,0,66.8,5397.52
Phường 5 Quận 11,2,1,0,1,76,8322
Phường 5 Quận 11,2,1,0,1,128,9504
Phường 14 Quận 11,2,1,0,1,128.4,9380.52
Phường 10 Quận Tân Bình,2,0,0,0,68,3548.8
Phường 10 Quận Tân Bình,2,1,1,1,74.7,3601.92
Phường 11 Quận Tân Bình,3,1,0,1,98.8,6068.4
Phường 11 Quận Tân Bình,2,0,0,0,134,9305.04
Phường 16 Quận 11,2,1,1,1,95.6,4017.6
Xã Phước Kiển Huyện Nhà Bè,2,1,0,1,33.7,2099.51
Xã Phước Kiển Huyện Nhà Bè,2,1,1,1,60,2601
Phường 5 Quận 8,2,1,0,1,157.8,6387.92
Phường 10 Quận Tân Bình,3,1,1,1,120,5004
Phường 10 Quận Tân Bình,2,1,0,1,87.2,5548.4
Phường 10 Quận Tân Bình,2,0,0,0,93.9,5880
Phường 16 Quận 11,2,0,0,0,126.4,7279.2
Phường 5 Quận 11,3,1,1,1,48.6,5835.06
Phường 5 Quận 11,2,1,1,1,76,7958.4
Phường 10 Quận Tân Bình,2,1,0,1,94.6,4518.96
Phường 8 Quận Tân Bình,2,1,0,1,75.7,4220
Phường 9 Quận Tân Bình,2,1,0,1,55.3,7000.98
Phường 3 Quận Gò Vấp,1,1,0,1,30,2118.4
Phường 3 Quận Gò Vấp,2,1,1,1,20.5,2197.6
Phường 3 Quận Gò Vấp,1,1,0,1,44.8,2750.72
Phường 3 Quận Gò Vấp,1,1,1,1,44.8,2976.48
Phường 3 Quận Gò Vấp,1,1,1,1,53,3367.936
Phường 3 Quận Gò Vấp,2,1,0,1,59,4641.844
Phường 3 Quận Gò Vấp,8,1,0,1,53.7,4956.51
Phường Phú Thuận Quận 7,2,1,1,1,69,3610.8
Phường Phú Thuận Quận 7,2,1,1,1,93.6,3962.58
Phường Phú Thuận Quận 7,2,1,1,1,110.4,5174.4
Phường Phú Thuận Quận 7,3,1,0,1,131.8,6135.36
Phường Tân Thuận Đông Quận 7,2,1,0,1,48.3,2340
Phường Tân Thuận Đông Quận 7,2,1,1,1,48.3,2735.6
Phường 11 Quận 11,2,0,0,1,50.2,4032
Phường 5 Quận 8,2,1,0,1,48.9,2855.76
Phường 13 Quận 11,1,1,1,1,96.5,4080
Phường 13 Quận 11,2,1,0,1,63.4,4543.2
Phường 5 Quận 8,1,1,0,1,50,2900
Phường 5 Quận 8,2,0,0,0,101.2,4847.776
Phường 13 Quận Bình Thạnh,2,0,0,1,107,5767.568
Phường 13 Quận Bình Thạnh,4,0,0,0,150.6,6824.192
Phường 1 Quận Gò Vấp,2,1,0,1,59.1,3955.68
Phường 14 Quận 11,6,0,0,0,102.4,9932.8
Phường Thảo Điền Quận 2,3,0,0,0,91,1442.48
Phường 9 Quận Tân Bình,7,1,0,1,227.7,9403.2
Phường 3 Quận Gò Vấp,2,0,0,0,113,4768.5
Phường 11 Quận Bình Thạnh,2,0,0,0,90,6702.8
Phường 11 Quận 11,3,1,0,1,111.2,10144.8
Phường 2 Quận Tân Bình,2,0,0,0,153.6,10953.3
Phường 2 Quận Tân Bình,3,1,1,1,139,12170.4
Phường 13 Quận 11,2,1,1,1,71.2,5846.4
Phường 15 Quận 11,2,1,0,1,72.8,8737.76
Phường 26 Quận Bình Thạnh,3,0,0,0,144,10408.032
Phường 26 Quận Bình Thạnh,2,1,0,1,181.3,15355
Phường 26 Quận Bình Thạnh,3,0,0,1,115.3,16451.5
Phường 9 Quận Phú Nhuận,2,0,0,0,43.5,3149.4
Phường 9 Quận Phú Nhuận,2,1,1,1,108,17395.8
Phường 25 Quận Bình Thạnh,2,0,0,1,58,2225.388
Phường Tân Thuận Đông Quận 7,2,1,1,1,126.3,3555.2
Phường Tân Thuận Đông Quận 7,2,1,0,1,90,3660
Phường Tân Thuận Đông Quận 7,2,1,1,1,79.2,4300.8
Phường Tân Thuận Đông Quận 7,4,0,0,0,124,5000.8
Phường Tân Thuận Đông Quận 7,3,1,1,1,104.9,12505.2
Phường 3 Quận Tân Bình,13,1,0,1,185.6,14279.2
Phường 6 Quận Tân Bình,1,0,0,0,85.6,5449.5
Phường 5 Quận Bình Thạnh,2,1,0,1,50,2719.2
Phường 5 Quận Bình Thạnh,2,0,0,0,49,4808.1
Phường 12 Quận Bình Thạnh,3,0,0,1,140,8526.98
Phường Bình Thuận Quận 7,6,1,1,1,82,4651.2
Phường Bình Thuận Quận 7,3,1,1,1,178.8,7915.8
Phường Bình Thuận Quận 7,3,1,0,1,68.2,3235.2
Phường 4 Quận 8,3,1,0,1,189,9904
Phường Tân Thuận Đông Quận 7,1,1,0,1,64,2950.4
Phường Tân Thuận Đông Quận 7,2,1,0,1,42.1,3447.99
Phường Tân Thuận Đông Quận 7,2,1,1,1,75.9,3659.4
Phường Tân Thuận Đông Quận 7,3,1,0,1,98.8,6451.2
Phường Tân Thuận Đông Quận 7,2,1,1,1,75.6,12179.16
Phường 9 Quận Phú Nhuận,1,0,0,0,48,5500.8
Phường Tân Phú Quận 7,3,1,1,1,150.3,15530.4
Phường Bình Thuận Quận 7,2,1,0,1,124.7,5990.4
Phường 1 Quận Tân Bình,4,1,0,1,163.9,13440
Phường 4 Quận Phú Nhuận,4,0,0,0,73.7,10010
Phường 25 Quận Bình Thạnh,2,0,0,1,100,7657.98
Phường Bình Thuận Quận 7,3,0,0,0,69.2,4698.68
Phường Bình Thuận Quận 7,4,0,0,0,124.8,5432
Phường Bình Thuận Quận 7,2,1,1,1,83.6,5800
Phường Bình Thuận Quận 7,2,1,1,1,105.2,5891.76
Phường Bình Thuận Quận 7,2,0,0,0,105.2,5991.72
Phường Bình Thuận Quận 7,3,1,1,1,57.7,7979.91
Phường 5 Quận Phú Nhuận,2,0,1,1,48.8,2325.84
Phường 5 Quận Phú Nhuận,3,0,0,0,164,11904
Phường Tân Phú Quận 7,1,1,1,1,40,2400
Phường Tân Phú Quận 7,2,1,1,1,34,3340.8
Phường Tân Phú Quận 7,2,1,1,1,126,6601
Phường Tân Phú Quận 7,4,1,0,1,166.3,8616.608
Phường 5 Quận Tân Bình,2,1,0,1,70.8,4694.4
Phường 12 Quận Bình Thạnh,2,0,0,1,114,4322.496
Phường 5 Quận Phú Nhuận,2,0,0,0,95.6,5472
Phường 5 Quận Phú Nhuận,3,0,1,1,98.3,7519.44
Phường 15 Quận 10,5,0,0,0,136.6,26090.6
Phường 6 Quận Bình Thạnh,3,0,0,1,67.6,5968.84
Phường 24 Quận Bình Thạnh,1,0,0,1,93.6,4881.908
Phường 26 Quận Bình Thạnh,2,0,0,0,74,5615.4
Phường 10 Quận Phú Nhuận,3,0,0,0,79,6887.72
Phường 15 Quận 10,4,0,0,0,101.6,20659.2
Phường Tân Thuận Tây Quận 7,2,1,0,1,120,4500
Phường Tân Thuận Tây Quận 7,4,1,1,1,100.8,6400
Phường Bình Thuận Quận 7,4,1,0,1,165.6,12432
Phường 12 Quận Bình Thạnh,2,1,1,1,60,4284.8
Phường 12 Quận Bình Thạnh,2,0,0,1,103,8291.036
Phường 3 Quận Phú Nhuận,3,0,0,0,125.5,8971.2
Phường 13 Quận Phú Nhuận,4,0,0,0,98.3,5536.68
Phường 13 Quận Phú Nhuận,6,1,0,1,194.9,15556.8
Phường 6 Quận 10,2,0,0,0,62,5059.2
Phường 8 Quận Phú Nhuận,2,0,0,0,64.6,4818
Phường 15 Quận Phú Nhuận,6,0,0,0,201.3,8650.24
Phường 15 Quận Phú Nhuận,2,0,0,0,116.3,10374.188
Phường Tân Phong Quận 7,1,1,0,1,32,3900
Phường 14 Quận Bình Thạnh,2,0,0,0,120,5191.8
Phường 9 Quận 5,2,1,1,1,95.2,8825.32
Phường Tân Quy Quận 7,2,1,1,1,130.7,9696.96
Phường 13 Quận Phú Nhuận,3,0,0,0,98.3,7008.96
Phường 13 Quận Phú Nhuận,4,0,0,0,135.6,7881.2
Phường 5 Quận 10,2,0,0,0,142.5,11519.78
Phường 7 Quận Phú Nhuận,1,0,1,1,42.8,3047.76
Phường Tân Kiểng Quận 7,2,1,0,1,86.4,5153.4
Phường Tân Kiểng Quận 7,2,1,1,1,46.4,5773.2
Phường Tân Kiểng Quận 7,2,1,0,1,46.4,6316.56
Phường Tân Kiểng Quận 7,2,1,0,1,110.2,6400
Phường Tân Kiểng Quận 7,3,1,0,1,117.6,8152
Phường 5 Quận 10,3,0,0,0,82.2,24939.68
Phường 7 Quận Phú Nhuận,3,1,1,1,145.7,14388
Phường Tân Quy Quận 7,4,1,0,1,133.9,11664
Phường Tân Thuận Đông Quận 7,7,1,0,1,146.8,4340.096
Phường 7 Quận Phú Nhuận,2,0,0,0,132,6304
Phường 3 Quận 8,7,0,0,0,115.2,3679.568
Phường Tân Thuận Tây Quận 7,2,1,1,1,89.2,3748.8
Phường 4 Quận 10,2,0,0,0,158,20055.84
Phường 11 Quận Phú Nhuận,2,0,1,1,118.4,5970.4
Phường 11 Quận Phú Nhuận,2,0,1,1,109.4,10672.2
Phường Tân Thuận Tây Quận 7,1,1,0,1,33.4,2995.98
Phường Tân Thuận Tây Quận 7,2,0,0,0,64,3124.8
Phường Tân Thuận Tây Quận 7,3,1,1,1,60.8,3173.76
Phường Tân Thuận Tây Quận 7,3,1,1,1,97.6,3850.32
Phường Tân Thuận Tây Quận 7,3,1,1,1,97.6,3850.32
Phường Tân Thuận Tây Quận 7,3,1,0,1,60.8,4038.4
Phường Tân Thuận Tây Quận 7,2,1,0,1,71.3,4351.6
Phường Tân Thuận Tây Quận 7,2,1,0,1,132.5,5479.2
Phường Tân Quy Quận 7,3,1,1,1,148.8,10944
Phường 13 Quận Phú Nhuận,3,0,0,0,139.7,12940.4
Phường 14 Quận Phú Nhuận,3,1,0,1,141.8,15620
Phường 3 Quận Bình Thạnh,2,0,0,1,36.6,2186.884
Phường 3 Quận Bình Thạnh,2,0,0,1,28,3786
Phường 12 Quận 10,3,1,1,1,53.4,12832.02
Phường 11 Quận Phú Nhuận,2,0,0,0,115,14957.28
Phường 1 Quận Bình Thạnh,3,1,0,1,82,5300
Phường 2 Quận Phú Nhuận,3,0,1,1,107.8,9172.32
Phường Tân Hưng Quận 7,2,1,0,1,27,2407.6
Phường Tân Hưng Quận 7,4,1,0,1,76.2,2908
Phường Tân Hưng Quận 7,2,0,0,0,28.8,2936.56
Phường Tân Quy Quận 7,2,1,0,1,82,3895.2
Phường Tân Kiểng Quận 7,2,1,0,1,100.6,3907.2
Phường Tân Kiểng Quận 7,6,0,0,0,123.7,4503.12
Phường Tân Hưng Quận 7,2,1,0,1,136,4732.8
Phường 14 Quận 3,2,1,1,1,46,5501.6
Phường 14 Quận 3,4,0,0,0,100,6024.8
Phường 9 Quận 10,2,0,0,0,40.4,3837.24
Phường 17 Quận Bình Thạnh,2,0,0,1,53.3,9384.232
Phường 17 Quận Bình Thạnh,2,0,0,0,131,12478.464
Phường 1 Quận 8,2,1,1,1,64,3290.4
Phường 1 Quận 8,2,1,0,1,96,5601.6
Phường 12 Quận 10,1,0,0,0,36.4,3132
Phường 13 Quận 3,1,0,0,0,48,4677.48
Phường Tân Hưng Quận 7,2,1,0,1,42,2515.52
Phường Tân Hưng Quận 7,2,1,0,1,29.8,3247.36
Phường Tân Hưng Quận 7,2,1,1,1,56,3287.2
Phường Tân Hưng Quận 7,2,1,1,1,38,3337.376
Phường Tân Hưng Quận 7,2,1,1,1,80,3400
Phường Tân Hưng Quận 7,2,1,0,1,80,3600
Phường Tân Hưng Quận 7,2,1,1,1,64.4,3608
Phường Tân Hưng Quận 7,2,0,1,1,62.8,3650.4
Phường Tân Hưng Quận 7,2,0,0,0,72,3700.4
Phường Tân Hưng Quận 7,2,1,0,1,78,4100
Phường Tân Hưng Quận 7,1,1,1,1,57,4212
Phường Tân Hưng Quận 7,3,0,0,0,142,4600.8
Phường Tân Hưng Quận 7,2,1,1,1,99.5,4920
Phường Tân Hưng Quận 7,2,1,1,1,98.2,5431.68
Phường Tân Hưng Quận 7,4,0,0,0,120,5997.6
Phường 9 Quận 5,2,1,1,1,55.6,4986.52
Phường Tân Kiểng Quận 7,2,1,0,1,41.8,2727.2
Phường Tân Kiểng Quận 7,4,0,0,0,81,4198.4
Phường 2 Quận 10,1,0,0,0,14,1543.2
Phường 2 Quận 10,3,0,0,0,78.4,10901.72
Phường 3 Quận 5,3,1,1,1,62.9,18750
Phường Tân Định Quận 1,1,1,0,1,60.8,6527.4
Phường 4 Quận 5,2,0,0,0,93.6,8498.88
Phường Đa Kao Quận 1,3,1,1,1,89.1,979.2
Phường 8 Quận 3,2,0,0,0,48.7,4678.4
Phường 15 Quận 4,1,1,0,1,70.2,6376.56
Phường 2 Quận 5,2,0,0,0,84.6,5428.4
Phường 11 Quận 10,2,0,0,0,94.2,11116.44
Phường 10 Quận 3,2,0,0,1,163.9,3625.58
Phường 10 Quận 3,2,1,1,1,67.4,4212
Phường 10 Quận 3,1,0,0,0,67.4,5016
Phường 13 Quận 10,2,0,0,0,56.2,6558.576
Phường 10 Quận 3,4,1,1,1,130,9196.8
Phường 13 Quận 10,6,0,0,0,167.3,10291.2
Phường 10 Quận 3,10,0,0,0,201.8,26664.4
Phường Nguyễn Cư Trinh Quận 1,2,1,0,1,72.6,6867.22
Phường 2 Quận 3,1,1,1,1,96.4,19920
Phường 2 Quận 4,3,1,1,0,45.2,1432.8
Phường 2 Quận 4,3,1,1,1,62.5,2455.2
Phường 8 Quận 4,2,1,0,1,62.4,2392.512
Phường 15 Quận 4,4,1,0,1,134.8,5737.6
Phường 10 Quận 4,2,1,0,1,45.5,2616
Phường 6 Quận 4,2,1,0,1,60,4618.8
Phường 5 Quận 4,3,1,0,1,54,4298.4
Phường Cô Giang Quận 1,2,0,0,0,174,13502.4
Phường 13 Quận 4,2,1,0,1,297.8,29220.4
Phường 6 Quận 4,2,1,0,1,54,3650.4
Phường 16 Quận 4,2,1,0,1,49,2448
Phường 13 Quận 4,1,1,0,1,86.3,6049.28
Phường 16 Quận 4,2,1,0,1,123.6,8122.8
Phường Tân Chánh Hiệp Quận 12,4,1,0,1,133.4,4786.35612
Phường Tân Thới Hiệp Quận 12,2,1,0,1,57.2,3434.193
Phường Tân Thới Hiệp Quận 12,2,1,1,1,54.5,4253.77092
Phường Tân Thới Hiệp Quận 12,2,1,1,1,107.6,3988.803
Phường Tân Thới Hiệp Quận 12,2,1,0,1,54.5,4500.6003
Phường Tân Thới Hiệp Quận 12,3,1,1,1,75,4893.78288
Phường Tân Tạo Quận Bình Tân,3,1,1,1,110.6,3904.614
Phường An Lạc Quận Bình Tân,2,1,0,1,73.4,3292.02531
Phường 7 Quận 8,2,1,0,1,89.2,4314.8658
Phường 16 Quận 8,2,1,0,1,72.6,4857.71328
Phường Bình Hưng Hòa A Quận Bình Tân,2,1,0,1,100.8,3802.071
Phường 15 Quận Gò Vấp,2,0,0,0,122,5128.92555
Phường 15 Quận Gò Vấp,3,0,0,0,122,5334.43449
Phường Bình Trị Đông A Quận Bình Tân,2,1,0,1,78.6,3749.3631
Phường 15 Quận Tân Bình,2,1,1,1,102.6,7525.0602
Phường 15 Quận Tân Bình,2,1,0,1,102.6,7548.39372
Phường Bình Trị Đông A Quận Bình Tân,3,1,1,1,108.1,3664.68732
Phường Bình Trị Đông Quận Bình Tân,2,1,1,1,100,4489.4682
Phường 13 Quận Gò Vấp,2,1,0,1,72,3380.18436
Phường Bình Hưng Hòa A Quận Bình Tân,2,1,1,1,81,3320.877
Phường 14 Quận 6,2,1,0,1,81.4,3834.80895
Phường 14 Quận 6,2,1,1,1,81.4,4361.868
Phường Phú Trung Quận Tân Phú,2,1,0,1,87,4167.98193
Phường 10 Quận Tân Bình,3,1,0,1,100.4,5421.03744
Phường 11 Quận Bình Thạnh,2,0,0,0,101.2,4505.76336
Phường 12 Quận 5,3,1,0,1,185.1,14027.244
Phường 2 Quận 8,2,1,0,1,59.4,4102.98084
Phường 1 Quận Bình Thạnh,2,0,0,1,148.3,6623.64738
Phường 13 Quận 4,2,1,0,1,161.2,17523.21816
Phường 5 Quận 3,3,0,0,0,106.6,11167.86636
Phường Tân Chánh Hiệp Quận 12,3,1,0,1,105.2,3021.66774
Phường Trung Mỹ Tây Quận 12,2,1,0,1,84,2864.37814
Phường Tân Thới Hiệp Quận 12,2,1,0,1,73.4,2594.96
Phường Tân Thới Hiệp Quận 12,3,0,0,0,98.4,4274.24936
Phường Bình Hưng Hòa B Quận Bình Tân,4,1,0,1,93.3,2797.1838
Phường Linh Tây Thành phố Thủ Đức,2,1,1,1,73.2,2704.8876
Phường Bình Hưng Hòa A Quận Bình Tân,2,1,0,1,36.3,3221.50752
Phường 14 Quận Gò Vấp,2,0,0,0,95.3,3268.14516
Phường Bình Trị Đông A Quận Bình Tân,2,1,1,1,94.8,3512.93904
Phường 12 Quận Gò Vấp,2,1,0,0,113.8,4302.8775
Phường Bình Trị Đông Quận Bình Tân,2,1,1,1,75,2978.77926
Phường 12 Quận Gò Vấp,3,1,0,1,167,4526.4142
Thị trấn Nhà Bè Huyện Nhà Bè,1,1,0,1,38.2,1874.31732
Phường Bình Hưng Hòa A Quận Bình Tân,2,1,1,1,64.6,2627.198
Phường 12 Quận Gò Vấp,2,0,0,0,44,4027.8993
